,country,points,price,variety,province,winery
973,US,85,35.0,Syrah,California,Alexander Valley Vineyards
974,US,85,30.0,Red Blend,Washington,Covington
975,Italy,85,12.0,Pinot Noir,Sicily & Sardinia,Feudo Montoni
979,France,85,10.0,Sauvignon Blanc,Bordeaux,Château Lamothe-Vincent
981,France,85,10.0,Sauvignon Blanc,Bordeaux,Yvon Mau
982,Italy,85,16.0,Cabernet Sauvignon,Veneto,Bellenda
985,Argentina,88,20.0,Cabernet Sauvignon,Mendoza Province,Pascual Toso
990,US,88,12.0,Sauvignon Blanc,California,Dancing Bull
992,France,88,14.0,Red Blend,Southwest France,Domaine des Terrisses
994,France,88,22.0,Sauvignon Blanc,Loire Valley,Fournier Père et Fils
996,Italy,88,14.0,Syrah,Sicily & Sardinia,Caruso & Minini
999,US,88,17.0,Riesling,Oregon,Amity
1000,US,88,24.0,Cabernet Sauvignon,Oregon,Arcane Cellars
1002,US,88,60.0,Pinot Noir,Oregon,Benton-Lane
1003,France,88,26.0,Bordeaux-style Red Blend,Southwest France,Château Puy-Servain
1005,France,88,16.0,Sauvignon Blanc,Loire Valley,Domaine Philippe Portier
1006,US,88,40.0,Pinot Noir,Oregon,Expression 44°
1007,France,88,21.0,Sauvignon Blanc,Loire Valley,Fournier Père et Fils
1009,Chile,88,18.0,Cabernet Sauvignon,Maipo Valley,Tarapaca
1010,US,88,75.0,Pinot Noir,Oregon,The Four Graces
1015,US,88,48.0,Red Blend,California,Callaway
1019,US,88,125.0,Bordeaux-style Red Blend,California,Spring Mountain Vineyard
1025,US,88,42.0,Sauvignon Blanc,California,Dragonette
1030,US,88,60.0,Chardonnay,California,Grgich Hills
1033,US,88,22.0,Chardonnay,California,Ventana
1037,US,88,28.0,Syrah,Oregon,WildAire
1042,Spain,85,15.0,Red Blend,Northern Spain,Rentas de Fincas
1045,US,85,24.0,Pinot Noir,Oregon,Honeywood Winery
1047,US,85,16.0,Merlot,California,Irony
1048,France,85,12.0,Cabernet Sauvignon,Languedoc-Roussillon,Kedar's K'orus
1049,France,85,12.0,Chardonnay,Languedoc-Roussillon,Kedar's K'orus
1050,US,85,10.0,Merlot,California,Little Black Dress
1057,Chile,85,11.0,Red Blend,Central Valley,Botalcura
1058,US,85,16.0,Syrah,California,Bridgeway
1061,France,85,25.0,Red Blend,France Other,Clos Teddi
1067,US,94,34.0,Pinot Noir,California,Sea Slopes
1068,US,94,100.0,Pinot Noir,Oregon,Trisaetum
1069,US,94,95.0,Pinot Noir,Oregon,Bergström
1070,US,94,62.0,Pinot Noir,Oregon,Bergström
1075,US,94,52.0,Chardonnay,California,Shafer
1076,France,94,112.0,Pinot Noir,Loire Valley,Alphonse Mellot
1078,US,94,35.0,Chardonnay,Oregon,Bergström
1079,US,94,85.0,Chardonnay,Oregon,Big Table Farm
1080,US,94,32.0,Riesling,Oregon,Trisaetum
1081,US,94,32.0,Riesling,Oregon,Trisaetum
1082,US,94,120.0,Syrah,Oregon,Horsepower
1086,US,94,32.0,Riesling,Oregon,Trisaetum
1087,US,94,58.0,Pinot Noir,California,Williams Selyem
1088,US,94,85.0,Syrah,Oregon,Cayuse
1091,US,94,75.0,Pinot Noir,California,Cobb
1092,US,94,50.0,Pinot Noir,Oregon,Dion
1093,France,94,60.0,Pinot Noir,Loire Valley,Domaine Bernard Fleuriet et Fils
1094,US,94,60.0,Pinot Noir,Oregon,Drouhin Oregon Roserock
1095,US,90,28.0,Cabernet Sauvignon,California,Robert Mondavi
1096,Chile,90,25.0,Red Blend,Maipo Valley,Santa Alicia
1098,US,90,19.0,Chardonnay,California,Rutherford Ranch
1100,Chile,90,35.0,Red Blend,Maule Valley,Valdivieso
1102,US,90,45.0,Chardonnay,California,Landmark
1103,US,90,13.0,Sauvignon Blanc,Washington,Mercer
1104,France,90,15.0,Syrah,Rhône Valley,Michel Gassier
1109,Italy,90,70.0,Red Blend,Tuscany,Carpineto
1113,US,90,15.0,Sauvignon Blanc,Washington,Chateau Ste. Michelle
1116,US,90,10.0,Merlot,California,Cookies & Cream
1118,Italy,90,18.0,Red Blend,Tuscany,Dei
1122,US,84,16.0,Riesling,New York,Three Brothers
1124,US,84,20.0,Red Blend,Washington,Wilridge
1125,US,84,38.0,Pinot Noir,California,Belden Barns
1126,France,84,20.0,Bordeaux-style Red Blend,Bordeaux,Château du Retout
1127,France,84,18.0,Bordeaux-style Red Blend,Bordeaux,Château la Gravette Lacombe
1130,US,84,65.0,Cabernet Sauvignon,California,In Re
1132,France,84,14.0,Bordeaux-style Red Blend,Bordeaux,Château les Joyeuses
1133,France,84,20.0,Bordeaux-style Red Blend,Bordeaux,Château Monfort Bellevue
1134,France,84,15.0,Bordeaux-style Red Blend,Bordeaux,Château Vrai Caillou
1135,Chile,84,11.0,Sauvignon Blanc,Chile,Concha y Toro
1136,US,84,27.0,Red Blend,California,Experience
1139,US,84,100.0,Cabernet Sauvignon,California,Madrigal
1140,US,84,25.0,Chardonnay,New York,Millbrook
1141,Chile,84,18.0,Chardonnay,Leyda Valley,Santa Rita
1142,US,84,13.0,Chardonnay,California,Scotto Family Cellars
1145,France,83,12.0,Bordeaux-style Red Blend,Bordeaux,Les Vignerons Réunis de Monségur
1147,US,83,17.0,Merlot,Washington,Barnard Griffin
1149,France,83,30.0,Bordeaux-style Red Blend,Bordeaux,Château les Lattes
1152,US,87,24.0,Red Blend,Washington,Whitman Cellars
1165,US,86,23.0,Cabernet Sauvignon,California,Ghost Pines
1166,US,86,18.0,Merlot,California,Wellington
1168,US,86,26.0,Bordeaux-style Red Blend,Washington,Lost River
1170,Argentina,86,17.0,Chardonnay,Mendoza Province,Trapiche
1171,Germany,86,20.0,Riesling,Rheinhessen,Louis Guntrum
1172,US,86,48.0,Pinot Noir,California,Pali
1173,US,86,40.0,Pinot Noir,California,Robert Stemmler
1174,Argentina,86,12.0,Merlot,Mendoza Province,Rutini
1177,Portugal,88,14.0,Rosé,Douro,Wines & Winemakers
1178,Argentina,88,19.0,Cabernet Sauvignon,Mendoza Province,Zolo
1182,Australia,88,13.0,Sauvignon Blanc,South Australia,Beresford
1186,France,88,14.0,Chardonnay,Burgundy,Cave des Vignerons de Buxy
1188,France,88,28.0,Chardonnay,Burgundy,Château de Fuissé
1189,France,88,70.0,Chardonnay,Burgundy,Château de Santenay
1190,US,88,13.0,Chardonnay,California,Chime
1191,France,88,40.0,Chardonnay,Burgundy,Christophe Cordier
1195,Argentina,87,20.0,Bordeaux-style Red Blend,Mendoza Province,Antucura
1196,US,87,35.0,Chardonnay,Oregon,Aubichon Cellars
1200,Germany,87,10.0,Riesling,Pfalz,Blue Fish
1201,France,87,32.0,Chardonnay,Burgundy,Bouchard Père & Fils
1206,US,87,35.0,Chardonnay,Oregon,Coelho
1210,US,93,52.0,Cabernet Sauvignon,California,St. Francis
1211,US,93,115.0,Bordeaux-style Red Blend,California,Tamber Bey
1212,US,93,60.0,Pinot Noir,California,Tantara
1213,US,93,40.0,Pinot Noir,California,Westerly
1214,US,93,55.0,Sauvignon Blanc,California,Aesthete
1216,US,93,60.0,Syrah,California,Barton
1219,US,93,75.0,Syrah,California,Central Coast Group Project
1220,France,93,40.0,Bordeaux-style Red Blend,Bordeaux,Château Tour Grand Faurie
1221,US,93,58.0,Pinot Noir,California,Fess Parker
1222,US,93,55.0,Syrah,California,Hecho por Ruben
1226,US,93,49.0,Chardonnay,California,Longboard
1227,US,93,32.0,Pinot Noir,California,Piro
1228,US,93,55.0,Pinot Noir,California,Point & Line
1230,US,93,65.0,Pinot Noir,California,Tantara
1231,US,93,40.0,Red Blend,California,White Hart Wine
1233,US,92,42.0,Pinot Noir,California,Balletto
1234,US,92,60.0,Pinot Noir,California,Bien Nacido
1235,US,92,48.0,Red Blend,California,Bodega de Edgar
1236,US,92,36.0,Chardonnay,California,Cambria
1238,France,88,9.0,Bordeaux-style Red Blend,Bordeaux,Barrière Frères
1240,France,88,40.0,Bordeaux-style Red Blend,Bordeaux,Château la Grande Barthe
1241,US,88,13.0,Chardonnay,Washington,Chateau Ste. Michelle
1244,US,88,50.0,Bordeaux-style Red Blend,California,Erba
1246,US,88,40.0,Cabernet Sauvignon,California,Provenance Vineyards
1248,US,88,50.0,Red Blend,Washington,Sol Duc
1249,US,88,20.0,Red Blend,Washington,Horan Estates
1251,Germany,88,22.0,Riesling,Pfalz,Leo
1253,US,88,7.0,Chardonnay,Washington,Washington Hills
1254,US,88,10.0,Chardonnay,Washington,Washington Hills
1256,US,88,40.0,Cabernet Sauvignon,California,Bell
1263,US,85,13.0,Riesling,New York,Hosmer
1264,US,85,35.0,Pinot Noir,California,Ancient Oak Cellars
1266,US,85,16.0,Riesling,Michigan,Black Star Farms
1270,US,85,34.0,Cabernet Sauvignon,California,Markham
1273,US,84,15.0,Chardonnay,California,La Merika
1274,Italy,84,28.0,Chardonnay,Sicily & Sardinia,Masseria del Feudo Grottarossa
1275,US,84,10.0,Merlot,California,Napa Family Vineyards
1276,US,84,70.0,Cabernet Sauvignon,California,Petroni
1277,US,84,24.0,Sauvignon Blanc,California,Petroni
1282,US,84,10.0,Riesling,New York,Brotherhood
1287,US,89,35.0,Cabernet Sauvignon,California,Ghost Waltz
1288,Italy,89,19.0,Red Blend,Northeastern Italy,Griesbauerhof
1289,Germany,89,13.0,Riesling,Rheinhessen,Gustav Adolf Schmitt
1293,US,89,75.0,Cabernet Sauvignon,California,Cliff Lede
1294,Spain,89,30.0,Red Blend,Catalonia,Clos Figueras
1295,US,89,25.0,Chardonnay,California,Consilience
1298,US,89,36.0,Syrah,California,Cedar Creek
1300,US,89,35.0,Chardonnay,California,Demetria
1301,France,89,20.0,Sauvignon Blanc,Loire Valley,Domaine de l'Ermitage
1302,France,89,21.0,Sauvignon Blanc,Loire Valley,Domaine de Rome
1303,Germany,89,28.0,Riesling,Rheingau,Domdechant Werner
1304,Germany,89,20.0,Riesling,Mosel,Dr. Fischer
1306,Spain,89,20.0,Cabernet Sauvignon,Catalonia,Pinord
1307,US,89,40.0,Pinot Noir,Oregon,Purple Hands
1310,US,89,40.0,Bordeaux-style Red Blend,California,Still Waters
1311,US,89,32.0,Chardonnay,California,Summers
1313,US,89,34.0,Cabernet Sauvignon,California,Terra Valentine
1318,US,90,98.0,Cabernet Sauvignon,California,Viszlay Vineyards
1324,US,90,35.0,Syrah,California,Ampelos
1325,US,90,56.0,Syrah,California,Ascencion
1328,US,90,38.0,Pinot Noir,California,Challen
1329,France,90,28.0,Red Blend,Southwest France,Château Coutinel
1331,France,90,13.0,Bordeaux-style Red Blend,Southwest France,Château le Payral
1333,US,90,38.0,Syrah,California,Crux
1334,US,90,22.0,Sauvignon Blanc,New York,Damiani
1335,US,90,18.0,Rosé,New York,Damiani
1338,France,90,21.0,Rosé,Provence,Domaine Clos Gautier
1339,France,90,23.0,Rosé,Provence,Domaine Harmonie des Arpents
1340,France,90,30.0,Rosé,Provence,Domaine Sainte-Marie
1342,US,90,39.0,Cabernet Sauvignon,California,Doren
1348,US,86,10.0,Riesling,Washington,14 Hands
1353,France,86,14.0,Rosé,Bordeaux,Chateau le Grand Verdus
1354,US,86,30.0,Red Blend,California,Dark Hundred
1355,US,86,35.0,Red Blend,Washington,Flying Trout
1356,France,86,75.0,Bordeaux-style Red Blend,Bordeaux,Horeau-Beylot
1359,US,86,17.0,Pinot Noir,California,Toad Hollow
1365,France,87,15.0,Rosé,Provence,Saint André de Figuière
1366,Chile,87,9.0,Cabernet Sauvignon,Maipo Valley,Santa Alicia
1367,France,87,40.0,Rosé,Provence,Château d'Esclans
1368,US,87,20.0,Chardonnay,California,Gainey
1370,US,86,13.0,Rosé,California,Bonterra
1371,US,86,28.0,Syrah,Pennsylvania,Chaddsford
1375,France,86,15.0,Rosé,Provence,Mas de la Dame
1376,US,86,18.0,Syrah,California,Montevina
1378,US,86,18.0,Cabernet Sauvignon,Washington,Substance
1380,US,86,12.0,Rosé,California,Stevenot
1385,Germany,88,14.0,Riesling,Mosel,S.A. Prüm
1388,US,88,42.0,Pinot Noir,California,August Truth
1392,US,88,48.0,Pinot Noir,California,Apriori
1398,Germany,88,16.0,Riesling,Mosel,C. von Nell-Breuning
1406,US,88,15.0,Chardonnay,California,Matchbook
1409,US,88,70.0,Cabernet Sauvignon,California,Paratus
1410,Germany,88,9.0,Riesling,Mosel,Peter Mertes
1413,US,88,16.0,Pinot Noir,California,Replica
1418,US,93,45.0,Cabernet Sauvignon,Washington,Dunham
1419,US,93,50.0,Bordeaux-style Red Blend,Washington,Tamarack Cellars
1423,US,93,86.0,Cabernet Sauvignon,California,Marita's Vineyard
1424,US,92,55.0,Cabernet Sauvignon,Washington,Pamplin
1428,US,92,85.0,Cabernet Sauvignon,California,Rocca
1429,US,92,50.0,Red Blend,Washington,Buty
1430,US,92,120.0,Bordeaux-style Red Blend,California,Caldwell
1432,France,92,25.0,Red Blend,Provence,Château Paradis
1436,US,92,40.0,Cabernet Sauvignon,Washington,Walla Walla Vintners
1439,US,92,39.0,Merlot,Washington,Efeste
1440,US,92,85.0,Cabernet Sauvignon,California,Ferrari-Carano
1444,US,94,120.0,Cabernet Sauvignon,California,Z. Alexander Brown
1445,France,94,25.0,Red Blend,Southwest France,Alain Brumont
1446,France,94,80.0,Chardonnay,Burgundy,Alex Gambal
1450,France,94,85.0,Pinot Noir,Burgundy,David Duband
1451,France,94,135.0,Pinot Noir,Burgundy,David Duband
1453,France,94,90.0,Pinot Noir,Burgundy,Louis Jadot
1454,Italy,94,154.0,Red Blend,Veneto,Masi
1456,US,94,150.0,Cabernet Sauvignon,California,Freemark Abbey
1457,Germany,94,56.0,Riesling,Mosel,Fritz Haag
1459,US,94,72.0,Cabernet Sauvignon,California,Grimm's Bluff
1461,US,93,35.0,Sauvignon Blanc,California,Joseph Phelps
1463,France,93,132.0,Pinot Noir,Burgundy,Louis Jadot
1464,US,93,38.0,Syrah,California,Mesa Del Sol
1466,US,93,175.0,Cabernet Sauvignon,California,Pine Ridge
1467,US,93,36.0,Pinot Noir,California,Sandler
1468,US,93,60.0,Cabernet Sauvignon,California,Sixteen by Twenty
1469,US,93,110.0,Cabernet Sauvignon,California,Stone The Crows
1470,US,93,100.0,Pinot Noir,California,Tolosa
1472,US,93,80.0,Cabernet Sauvignon,California,Volker Eisele Family Estate
1473,Chile,86,12.0,Cabernet Sauvignon,Colchagua Valley,TerraNoble
1474,Italy,86,18.0,Red Blend,Central Italy,Terre de Trinci
1476,US,86,20.0,Cabernet Sauvignon,Washington,Arbor Crest
1477,Chile,86,14.0,Cabernet Sauvignon,Rio Claro,Aresti
1479,Chile,85,9.0,Syrah,Maule Valley,Chilensis
1480,Chile,85,12.0,Chardonnay,Colchagua Valley,Domaines Barons de Rothschild (Lafite)
1481,US,85,9.0,Riesling,California,Fetzer
1482,Argentina,85,10.0,Cabernet Sauvignon,Mendoza Province,Finca Sophenia
1483,France,85,19.0,Sauvignon Blanc,Loire Valley,Fournier Père et Fils
1485,US,85,75.0,Merlot,California,Beringer
1487,US,85,22.0,Pinot Noir,California,Carneros Creek
1493,Argentina,85,12.0,Chardonnay,Other,Michel Torino
1495,US,85,65.0,Bordeaux-style Red Blend,California,Rubissow
1496,Argentina,85,10.0,Chardonnay,Mendoza Province,Santa Julia
1499,Chile,85,12.0,Cabernet Sauvignon,Cachapoal Valley,San Pedro
1501,US,92,32.0,Pinot Noir,California,Sequana
1502,US,92,71.0,Pinot Noir,California,Small Vines
1503,Italy,92,65.0,Cabernet Sauvignon,Sicily & Sardinia,Tasca d'Almerita
1504,US,92,60.0,Pinot Noir,Oregon,Bergström
1509,Chile,92,92.0,Red Blend,Colchagua Valley,Emiliana
1510,US,92,42.0,Merlot,California,Happy Canyon Vineyard
1511,Italy,92,65.0,Red Blend,Sicily & Sardinia,Palari
1513,Italy,92,43.0,Chardonnay,Sicily & Sardinia,Planeta
1514,US,92,54.0,Pinot Noir,Oregon,Carabella
1515,US,92,75.0,Cabernet Sauvignon,California,Charles Krug
1516,France,92,16.0,Bordeaux-style Red Blend,Bordeaux,Château Blaignan
1519,Chile,92,38.0,Cabernet Sauvignon,Maipo Valley,Concha y Toro
1521,Chile,92,29.0,Red Blend,Cachapoal Valley,Lagar de Bezana
1523,US,92,48.0,Pinot Noir,Oregon,Rex Hill
1524,Chile,92,40.0,Red Blend,Cachapoal Valley,Santa Carolina
1525,US,92,100.0,Cabernet Sauvignon,California,Steven Kent
1526,Italy,86,21.0,Rosé,Sicily & Sardinia,Hauner
1528,Portugal,86,13.0,Rosé,Alentejano,J. Portugal Ramos
1529,US,86,15.0,Chardonnay,California,Jack's House
1530,Spain,86,15.0,Chardonnay,Catalonia,Jean León
1531,Spain,86,9.0,Red Blend,Levante,Bodegas Luzón
1533,US,85,20.0,Rosé,California,Cellars 33
1538,France,85,15.0,Rosé,Bordeaux,Château Lauduc
1539,US,85,11.0,Syrah,California,Cline
1540,Spain,85,10.0,Red Blend,Catalonia,Clos de Nit
1541,Portugal,85,9.0,Rosé,Lisboa,DFJ Vinhos
1546,Chile,85,15.0,Chardonnay,Colchagua Valley,Rubus
1549,Chile,85,10.0,Sauvignon Blanc,Central Valley,Valdivieso
1554,US,85,28.0,Chardonnay,California,Bowman Cellars
1556,US,99,125.0,Cabernet Sauvignon,Washington,Quilceda Creek
1557,US,99,94.0,Pinot Noir,California,Williams Selyem
1558,France,98,1900.0,Bordeaux-style Red Blend,Bordeaux,Château Margaux
1559,France,98,380.0,Bordeaux-style Red Blend,Bordeaux,Château Palmer
1560,US,98,50.0,Bordeaux-style Red Blend,Washington,Pirouette
1561,Italy,98,102.0,Red Blend,Tuscany,Marchesi Antinori
1562,France,97,170.0,Bordeaux-style Red Blend,Bordeaux,Château Troplong Mondot
1563,Italy,97,220.0,Red Blend,Tuscany,Tenuta San Guido
1564,Italy,97,215.0,Red Blend,Tuscany,Tenuta dell'Ornellaia
1565,US,97,150.0,Cabernet Sauvignon,California,JCB
1566,France,97,1100.0,Bordeaux-style Red Blend,Bordeaux,Château La Mission Haut-Brion
1567,US,97,82.0,Pinot Noir,California,Williams Selyem
1568,France,96,280.0,Bordeaux-style Red Blend,Bordeaux,Château Figeac
1569,France,96,200.0,Bordeaux-style Red Blend,Bordeaux,Château Léoville Poyferré
1570,Italy,96,75.0,Red Blend,Tuscany,Tenuta Argentiera
1571,France,96,1200.0,Bordeaux-style Red Blend,Bordeaux,Château Haut-Brion
1573,France,96,195.0,Bordeaux-style Red Blend,Bordeaux,Château Lynch-Bages
1574,US,96,125.0,Cabernet Sauvignon,California,Groth
1575,France,96,1300.0,Bordeaux-style Red Blend,Bordeaux,Château Mouton Rothschild
1576,France,96,400.0,Bordeaux-style Red Blend,Bordeaux,Château Trotanoy
1577,US,96,78.0,Pinot Noir,California,Williams Selyem
1578,France,96,75.0,Bordeaux-style Red Blend,Bordeaux,Château Beau-Séjour Bécot
1579,US,95,56.0,Pinot Noir,California,Williams Selyem
1580,France,95,89.0,Bordeaux-style Red Blend,Bordeaux,Château Branaire-Ducru
1581,France,95,163.0,Bordeaux-style Red Blend,Bordeaux,Château Canon
1582,France,95,110.0,Bordeaux-style Red Blend,Bordeaux,Château Canon la Gaffelière
1583,US,95,60.0,Syrah,Washington,Doyenne
1584,US,95,75.0,Chardonnay,California,Hanzell
1585,US,88,28.0,Chardonnay,California,Balletto
1586,US,88,34.0,Syrah,New York,Billsboro
1587,US,88,35.0,Chardonnay,California,C'est Bon
1589,France,88,45.0,Bordeaux-style Red Blend,Bordeaux,Château Balac
1590,France,88,20.0,Bordeaux-style Red Blend,Bordeaux,Château des Annereaux
1591,US,88,21.0,Riesling,New York,Château Frank
1593,France,88,30.0,Sauvignon Blanc,Bordeaux,Château Larrivet Haut-Brion
1595,France,88,45.0,Bordeaux-style Red Blend,Bordeaux,Château Mancèdre
1596,France,88,22.0,Bordeaux-style Red Blend,Bordeaux,Château Peyredon Lagravette
1598,US,88,18.0,Red Blend,Washington,Chateau Ste. Michelle
1599,France,88,58.0,Bordeaux-style Red Blend,Bordeaux,Clos Beauregard
1600,US,88,10.0,Pinot Noir,California,Dark Horse
1601,US,88,55.0,Chardonnay,California,Domaine Anderson
1602,US,88,16.0,Riesling,Washington,Dowsett Family
1606,US,87,20.0,Riesling,New York,Paumanok
1607,US,87,12.0,Chardonnay,California,Broken Clouds
1608,US,87,30.0,Chardonnay,Washington,Browne Family Vineyards
1611,France,87,19.0,Bordeaux-style Red Blend,Bordeaux,Château Amour
1613,France,87,15.0,Bordeaux-style Red Blend,Bordeaux,Château de Paillet-Quancard
1614,France,87,26.0,Sauvignon Blanc,Bordeaux,Château de Rochemorin
1616,France,85,10.0,Chardonnay,France Other,Gabriel Meffre
1617,Portugal,85,12.0,Rosé,Tejo,Wines & Winemakers
1621,Argentina,85,13.0,Rosé,Mendoza Province,Alta Vista
1623,France,85,13.0,Sauvignon Blanc,Loire Valley,Paul Buisse
1624,France,85,12.0,Pinot Noir,France Other,Saget la Perrière
1627,US,85,17.0,Chardonnay,America,Gruet
1628,France,85,22.0,Sauvignon Blanc,Loire Valley,Jean-Max Roger
1632,France,85,12.0,Merlot,France Other,Vinadeis
1634,Argentina,85,10.0,Rosé,Mendoza Province,Zolo
1635,US,85,12.0,Pinot Noir,California,Gnarly Head
1636,Australia,85,8.0,Chardonnay,Australia Other,Jacob's Creek
1637,US,85,20.0,Chardonnay,California,Ca' Momi
1638,France,85,20.0,Pinot Noir,Loire Valley,Domaine de Reuilly
1641,US,85,15.0,Red Blend,California,Tie-Dye
1643,US,85,11.0,Chardonnay,California,Grayson
1644,US,85,10.0,Cabernet Sauvignon,California,Leaping Lizard
1645,Spain,85,27.0,Red Blend,Catalonia,Portal del Montsant
1647,US,85,25.0,Red Blend,California,Decoy
1650,Portugal,85,9.0,Rosé,Lisboa,Adega Mãe
1651,Argentina,85,20.0,Merlot,Other,Aniello
1656,France,85,13.0,Bordeaux-style Red Blend,Bordeaux,Château Lanscade
1657,France,85,20.0,Bordeaux-style Red Blend,Bordeaux,Château Troupian
1661,US,85,28.0,Cabernet Sauvignon,Oregon,Delfino
1664,US,85,10.0,Chardonnay,California,First & Local
1667,US,85,12.0,Cabernet Sauvignon,California,California Republic
1669,France,85,20.0,Bordeaux-style Red Blend,Bordeaux,Château Doms
1670,France,85,28.0,Bordeaux-style Red Blend,Bordeaux,Château Pindefleurs
1671,US,85,25.0,Merlot,Oregon,Cliff Creek
1672,US,90,65.0,Syrah,Oregon,Quady North
1675,France,90,126.0,Syrah,Rhône Valley,Tardieu-Laurent
1677,US,90,50.0,Pinot Noir,California,Bonaccorsi
1678,US,90,30.0,Chardonnay,California,Chanin
1686,US,90,18.0,Sauvignon Blanc,Oregon,Melrose
1688,US,90,115.0,Cabernet Sauvignon,California,Piña
1694,US,90,12.0,Cabernet Sauvignon,California,Ugly Duckling
1696,Italy,86,50.0,Merlot,Tuscany,Petra
1698,Italy,86,85.0,Syrah,Tuscany,Terralsole
1699,Italy,86,16.0,Red Blend,Tuscany,Tommasi
1703,US,86,10.0,Chardonnay,New York,Prejean
1706,Australia,86,14.0,Chardonnay,Australia Other,Tyrrell's
1707,Australia,86,23.0,Chardonnay,Western Australia,Vasse River
1709,Italy,86,65.0,Red Blend,Tuscany,Villa Vignamaggio
1716,US,85,19.0,Chardonnay,California,St. Clement
1724,US,85,22.0,Pinot Noir,Pennsylvania,Chaddsford
1725,US,85,18.0,Chardonnay,New York,Ventosa
1728,US,92,48.0,Pinot Noir,California,Presqu'ile
1729,US,92,30.0,Chardonnay,California,Sante Arcangeli
1730,US,92,35.0,Chardonnay,Washington,Sixto
1733,France,92,135.0,Bordeaux-style Red Blend,Bordeaux,Le Carré
1734,US,92,40.0,Syrah,Washington,Two Vintners
1735,US,92,40.0,Syrah,Washington,Va Piano
1737,US,92,22.0,Chardonnay,California,Le P'tit Paysan
1739,US,92,29.0,Syrah,California,Mesa Del Sol
1740,Italy,92,75.0,Red Blend,Tuscany,Ornellaia
1741,US,92,56.0,Pinot Noir,Washington,Analemma
